0m00s-0m20s.jpg	prawo	# złota harfa w prawej połowie kadru, lewa połowa czyste fioletowe przestrzenie
0m20s-0m34s.jpg	srodek	# dłoń światła z rozbłyskiem tuż przy osi kadru, ramię równoważy lewą stronę
0m34s-0m47s.jpg	srodek	# brama z rozsuniętych zasłon chmur dokładnie na osi
0m47s-1m01s.jpg	lewo	# główna kaskada złota i kwiaty w lewej części kadru
1m01s-1m16s.jpg	prawo	# wstęga nut zbiega do słońca w prawej górnej części kadru
1m16s-1m31s.jpg	srodek	# słońce między górami na osi, kompozycja symetryczna
1m31s-1m45s.jpg	srodek	# świetlisty prześwit sadu w centrum, drzewa równoważą oba boki
1m45s-2m00s.jpg	lewo	# harfa i róg w lewej części, pejzaż otwiera się w prawo
2m00s-2m13s.jpg	srodek	# serce nad ołtarzem dokładnie na osi, harfa i bęben symetrycznie po bokach
2m13s-2m28s.jpg	srodek	# snop światła i słońce na osi nad krzywizną ziemi
2m28s-2m42s.jpg	srodek	# splot świetlistych wstęg w centrum kadru
2m42s-2m54s.jpg	srodek	# symetryczne klaszczące fale i góry, biały kanał światła na osi
2m54s-3m08s.jpg	srodek	# serce nad morzem dokładnie na osi
3m08s-3m22s.jpg	srodek	# wioska wypełnia cały kadr, droga wije się przez środek - czysty najazd
3m22s-3m36s.jpg	srodek	# brama światła na osi, jelenie i drzewa symetrycznie po bokach
3m36s-3m49s.jpg	srodek	# poświata nadchodzącego światła na horyzoncie w osi kadru
3m49s-4m03s.jpg	srodek	# łza i kryształ tuż przy osi, dłoń z góry i gołębica równoważą prawą stronę
4m03s-4m17s.jpg	srodek	# kolumny światła zbiegają się do promieni słońca na osi
4m17s-4m29s.jpg	prawo	# złota rzeka prowadzi do rozświetlonych gór w prawej części kadru
4m29s-4m43s.jpg	prawo	# psalmistka - twarz w prawej połowie, lewa połowa czyste rozmycia
4m43s-4m56s.jpg	srodek	# rozbłysk słońca i splot wstęg w centrum kadru
4m56s-5m14s.jpg	srodek	# kadr finałowy - kolumna światła na osi, czysty najazd bez panoramy
