0m00s-0m17s.jpg	prawo	# złota korona w prawej połowie kadru, lewa połowa to czyste lazurowe przestrzenie
0m17s-0m31s.jpg	srodek	# pióro pisarza po przekątnej przez środek kadru, motyw na osi
0m31s-0m46s.jpg	srodek	# symetryczna aleja weselna, złote serce dokładnie na osi
0m46s-0m59s.jpg	prawo	# wodospad światła i gołębica na prawo od osi (~58-60%)
0m59s-1m12s.jpg	srodek	# tron na skale z rozbłyskiem dokładnie w centrum
1m12s-1m25s.jpg	srodek	# wet-on-wet, mała korona i spływające złoto na osi kadru
1m25s-1m43s.jpg	srodek	# jeździec od tyłu na osi, symetryczna brama z dwóch pylonów
1m43s-1m56s.jpg	prawo	# główna kaskada szaty przy prawej krawędzi, pień drzewa po prawej
1m56s-2m10s.jpg	srodek	# dwie harfy na osi hali, symetryczna kolumnada
2m10s-2m23s.jpg	srodek	# gołębica i kręgi na wodzie w centrum jeziora
2m23s-2m37s.jpg	srodek	# rozbłysk gwiazdy w centrum, kwiaty symetrycznie po obu stronach
2m37s-2m52s.jpg	srodek	# róg namaszczenia, czasza i korona w pionowej osi kadru
2m52s-3m05s.jpg	srodek	# oblubienica od tyłu na osi, promienie symetrycznie
3m05s-3m19s.jpg	srodek	# droga w centrum prowadzi do serca nad horyzontem, domy po obu stronach
3m19s-3m32s.jpg	srodek	# klęcząca postać i słoneczna brama dokładnie na osi
3m32s-3m45s.jpg	prawo	# psalmistka - twarz w prawej połowie, lewa połowa to puste rozmycia
3m45s-3m59s.jpg	srodek	# perła i świetlisty kanał złotej tkaniny w osi kadru
3m59s-4m12s.jpg	srodek	# góra ze schodami światła, kompozycja idealnie symetryczna
4m12s-4m26s.jpg	srodek	# prosta złota droga w centrum, pola kwiatów po obu stronach
4m26s-4m40s.jpg	srodek	# postać w bramie pałacu na osi kadru
4m40s-4m52s.jpg	lewo	# pióro pisarza przy lewej krawędzi, wstęga płomyków biegnie w prawo
4m52s-5m06s.jpg	srodek	# kolumny światła zbiegają się do otwarcia w centrum, wir symetryczny
5m06s-5m19s.jpg	srodek	# przemieniona korona tuż przy osi (~47%), pióro niżej po prawej
5m19s-5m33s.jpg	srodek	# kadr finałowy - spokojne białozłote niebo, poświata na osi, czysty najazd
