# Psalm 1 - kierunki panoramy (Etap 8). Format: plik<TAB>lewo|prawo|srodek|auto
0m00s-0m10s.jpg	prawo	# psalmistka - twarz wypelnia prawa polowe kadru, lewa strona to puste rozmycia
0m10s-0m23s.jpg	lewo	# potezne poskrecane drzewo przy lewej krawedzi, droga wchodzi spod niego
0m23s-0m37s.jpg	srodek	# rozwiniety zwoj na kolumnie, kompozycja symetryczna, blysk swiatla dokladnie w osi
0m37s-0m51s.jpg	prawo	# drzewo z korona na wzgorzu w prawej trzeciej kadru, lewa strona to samo niebo
0m51s-1m01s.jpg	srodek	# kotwica w osi kadru, koncentryczne kregi i snop swiatla pionowo przez srodek
1m01s-1m15s.jpg	lewo	# drzewo nad rzeka po lewej stronie, rzeka odplywa w prawo w dal
1m15s-1m32s.jpg	prawo	# pien drzewa owocowego siedzi wyraznie na prawo od osi, korona ciezka po prawej
1m32s-1m49s.jpg	srodek	# korzenie po obu stronach waworu, swietlisty strumien plynie dokladnie srodkiem
1m49s-2m03s.jpg	prawo	# stary pien z rozowa korona przy prawej krawedzi, lewa strona to mgla
2m03s-2m16s.jpg	prawo	# drzewo w burzy przy prawej krawedzi, po lewej sama chmura deszczowa
2m16s-2m31s.jpg	prawo	# samotne drzewo na wzgorzu w prawej czesci kadru, droga prowadzi ku niemu
2m31s-2m43s.jpg	srodek	# zlota kotwica w osi kadru, radialne fale rozchodza sie symetrycznie
2m43s-3m03s.jpg	lewo	# duze drzewo nad rzeka po lewej, prawa czesc to gory i otwarta woda
3m03s-3m21s.jpg	srodek	# rozpostarte skrzydla symetrycznie wzgledem osi, snop swiatla pionowo przez srodek - kadr finalowy
