# Psalm 22 - kierunki panoramy dla Etapu 8 (obejrzane kadr po kadrze, 2026-08-04)
# format: nazwa-pliku<TAB>lewo|prawo|auto
0m00s-0m14s.jpg	prawo	# psalmistka - twarz wypelnia prawa polowe kadru
0m14s-0m29s.jpg	auto	# niebo dzielone dzien/noc symetrycznie, latarenka dokladnie na osi
0m29s-0m44s.jpg	lewo	# droga pielgrzymia z latarniami prowadzi w gore w lewo, ku slońcu
0m44s-0m57s.jpg	lewo	# serce swiatla z kwitnaca galezia po lewej, ptak tylko akcentem po prawej
0m57s-1m12s.jpg	prawo	# lampa z plomieniem na wzgorzu tuz na prawo od srodka
1m12s-1m26s.jpg	auto	# droga w punkt zbiegu na osi kadru, kompozycja symetryczna
1m26s-1m40s.jpg	auto	# pattern break - abstrakcja wet-on-wet, wir radialny wokol srodka
1m40s-1m55s.jpg	prawo	# zwiniety robak na prawo od srodka, reszta to pusta rownina
1m55s-2m08s.jpg	auto	# dlonie z gniazdem i pisklęciem dokladnie w centrum
2m08s-2m22s.jpg	lewo	# pochodnia na wzgorzu przy lewej krawedzi
2m22s-2m36s.jpg	lewo	# zaglowka w lewej czesci kadru, prawa to samo niebo i tafla
2m36s-2m49s.jpg	auto	# kolumnada rozchodzi sie symetrycznie od swiatla na osi
2m49s-3m00s.jpg	auto	# byki i lew ustawione lustrzanie wokol osi kadru
3m00s-3m16s.jpg	prawo	# zlote serce z wosku lezy na prawo od srodka
3m16s-3m33s.jpg	auto	# dwie dlonie symetryczne, postac dokladnie na osi
3m33s-3m47s.jpg	prawo	# swietliste serce tuz na prawo od srodka
3m47s-4m01s.jpg	prawo	# lawendowe zbocze i wieza-latarnia w prawym planie pierwszym
4m01s-4m15s.jpg	prawo	# droga symetryczna, ale slonce i cieplo swiatla po prawej
4m15s-4m29s.jpg	prawo	# pattern break - piorko na prawo od srodka
4m29s-4m40s.jpg	prawo	# dlon, miecz, lew, baranek i bawol - cala grupa po prawej
4m40s-4m54s.jpg	prawo	# slonce i unoszace sie piorko po prawej, lewa strona to same chmury
4m54s-5m04s.jpg	prawo	# stol uczty ubogich narasta ku prawej, tam gestwina jedzenia
5m04s-5m17s.jpg	auto	# panorama krancow ziemi, luk swiatla nad osia kadru
5m17s-5m27s.jpg	lewo	# kadr finalowy - skrzydla na osi, akcent (piorko) po lewej; ruch w lewo zostawia srodek i prawa czesc czyste pod ekran koncowy
