0m00s-0m20s.jpg	prawo	# psalmistka - twarz w prawej części kadru, chmury po lewej
0m20s-0m35s.jpg	prawo	# rozpadlina - świetlista brama u góry po prawej, piórko środek-prawo
0m35s-0m48s.jpg	srodek	# gołębica w osi kadru, najazd w oś
0m48s-1m02s.jpg	srodek	# świeca dokładnie na środku pod nachylonym niebem
1m02s-1m15s.jpg	srodek	# kolumna światła w osi wąwozu
1m15s-1m30s.jpg	prawo	# lampka na tafli u dołu po prawej, łuna świtu po prawej
1m30s-1m42s.jpg	srodek	# księga-rejestr wypełnia centrum kadru
1m42s-1m57s.jpg	srodek	# serce w łańcuchach z piórkiem w osi kompozycji
1m57s-2m11s.jpg	srodek	# serce w łańcuchach na osi, promienie z góry
2m11s-2m25s.jpg	lewo	# namiot po lewej, złoty łuk kopuły po prawej
2m25s-2m38s.jpg	prawo	# złote światło wlewa się z prawej górnej części wąwozu
2m38s-2m52s.jpg	prawo	# abstrakcja - złoty rozkwit po prawej, błękit po lewej
2m52s-3m05s.jpg	srodek	# otwarta księga centralnie, serce przy grzbiecie
3m05s-3m19s.jpg	prawo	# kosz żaru przy prawej krawędzi, mur prowadzi w głąb
3m19s-3m34s.jpg	prawo	# gołębica na murze po prawej, słońce po lewej
3m34s-3m47s.jpg	srodek	# wodospad światła w osi wąwozu
3m47s-4m01s.jpg	lewo	# strażnica z lampą po lewej, wschód po prawej
4m01s-4m15s.jpg	srodek	# fontanna złota centralnie
4m15s-4m29s.jpg	lewo	# gołębica na kamieniu po lewej, piórko na wodzie po prawej
4m29s-4m42s.jpg	srodek	# gwiazda poranna / źródło światła w osi
4m42s-4m56s.jpg	srodek	# wschód słońca w osi kadru, promienie radialne
4m56s-5m10s.jpg	srodek	# rozbłysk wschodu centralnie nad wzgórzami
5m10s-5m24s.jpg	srodek	# łuna świtu centralnie, lampki rozsiane po całym kadrze
5m24s-5m37s.jpg	lewo	# kamienie rozpadające się w gołębie po lewej-centrum
5m37s-5m56s.jpg	srodek	# finał - vivid skrzydła, rozbłysk w osi, czysty najazd bez panoramy
